ID_CLIENTE;ESTC;NDEP;RENDA;TIPOR;VBEM;NPARC;VPARC;TEL;IDADE;RESMS;ENTRADA;ADIMPLENTE
1022;C;0;400;NP;379;4;83;N;29;0;100;N
1023;S;0;380;P;480;6;102;N;21;6;0;N
1024;S;0;300;P;468;10;64;N;31;6;0;S
1025;S;0;2759;NP;698;12;86;N;64;48;0;S
1026;S;0;320;NP;470;12;64;N;26;12;0;N
1027;C;0;920;NP;700;12;99;S;37;192;0;N
1028;S;0;1107;NP;689;6;120;N;41;0;150;N
1029;C;0;800;P;407;5;100;S;41;0;0;S
1030;S;0;480;NP;681;20;74;N;33;24;0;N
1031;S;0;2615;NP;459;2;162;N;64;48;162;S
1032;S;0;905;P;398;6;84;N;31;6;0;N
1033;S;0;600;P;346;10;51;N;40;6;0;S
1034;C;0;300;P;470;10;72;N;37;6;0;N
1035;C;0;480;P;658;12;89;S;52;144;0;S
1036;S;0;500;P;479;6;55;N;39;6;200;S
1037;S;0;400;P;546;10;83;N;30;6;0;S
1038;C;0;830;P;546;10;83;N;51;6;0;S
1039;S;0;2000;P;590;4;129;N;36;6;150;S
1040;C;0;3000;NP;329;3;122;N;40;48;0;N
1041;C;0;689;NP;779;12;96;N;47;48;0;N
1042;S;0;640;P;370;3;138;N;38;132;0;S
1043;S;0;435;P;531;10;63;N;22;6;115;N
1044;V;0;7260;NP;399;3;151;N;67;48;0;S
1045;S;0;1000;P;639;10;68;N;37;6;150;S
1046;C;0;640;NP;301;4;90;N;67;48;0;S
1047;S;0;417;P;425;12;58;N;35;6;0;N
1048;S;0;300;P;463;10;70;N;37;6;0;S
1049;C;0;1500;P;416;1;145;N;52;6;280;S
1050;C;0;877;NP;771;5;103;N;39;48;257;N
1051;S;0;550;NP;369;10;57;N;33;12;0;N
1052;S;0;470;P;357;4;105;N;42;24;0;S
1053;S;0;774;P;305;6;68;S;43;72;0;S
1054;C;0;1052;NP;417;3;155;N;44;48;0;N
1055;S;0;479;NP;458;12;62;N;55;192;0;N
1056;S;0;500;P;810;6;130;N;30;6;200;N
1057;C;0;336;P;479;9;78;N;30;6;0;S
1058;S;0;331;NP;549;12;75;N;22;12;0;N
1059;C;0;2251;NP;552;4;119;N;59;48;119;S
1060;S;0;1111;P;309;6;66;N;54;6;0;S
1061;S;0;519;P;431;9;70;S;41;156;0;S
1062;S;3;350;P;639;10;75;N;35;6;100;S
1063;C;0;400;P;429;10;60;N;24;6;0;N
1064;C;0;520;NP;719;15;89;N;28;6;0;N
1065;C;0;600;NP;396;6;89;N;25;60;0;N
1066;S;0;497;P;325;9;56;N;48;6;0;S
1067;S;0;600;NP;517;6;110;N;58;48;0;S
1068;S;0;700;NP;637;3;174;N;25;48;174;S
1069;S;0;1100;P;378;4;111;N;43;6;0;S
1070;S;0;692;P;459;10;70;N;64;6;0;S
1071;C;0;350;NP;369;9;52;N;64;24;52;S
1072;S;0;688;NP;552;4;119;N;59;48;119;S
1073;C;0;360;P;638;9;104;N;66;6;0;S
1074;S;0;540;NP;552;4;119;N;38;48;119;N
1075;S;0;1000;NP;687;12;93;N;57;0;0;S
1076;S;0;350;NP;488;12;66;N;24;0;0;N
1077;D;0;800;NP;598;6;135;N;58;24;0;N
1078;C;0;1073;P;340;10;52;N;40;6;0;S
1079;S;0;460;NP;398;6;56;N;54;0;150;S
1080;S;0;700;NP;818;10;125;N;56;0;0;S
1081;S;0;663;P;429;10;60;N;49;6;0;S
1082;S;0;350;NP;583;6;98;N;23;0;0;N
1083;C;0;1034;P;429;10;60;N;60;6;0;S
1084;D;0;1000;P;552;6;124;S;57;360;0;S
1085;C;0;356;NP;404;9;63;N;32;48;0;N
1086;C;0;2708;NP;364;1;384;N;27;48;0;N
1087;S;0;2000;P;567;10;78;N;37;6;0;S
1088;C;0;500;NP;311;3;114;N;23;48;0;N
1089;S;0;4000;NP;994;2;333;N;55;0;333;S
1090;C;0;350;NP;528;6;89;N;25;48;0;N
1091;C;0;850;NP;514;12;70;S;49;0;0;N
1092;V;0;566;NP;703;12;96;N;47;144;0;N
1093;C;0;480;NP;576;12;78;S;50;24;0;N
1094;V;0;800;NP;632;12;78;S;37;36;78;N
1095;C;0;500;P;555;6;118;N;33;6;0;S
1096;C;0;2313;NP;699;9;105;N;64;48;0;S
1097;C;0;650;P;868;5;84;N;38;6;522;S
1098;V;0;500;NP;428;15;54;N;43;4;0;N
1099;S;0;1100;NP;567;5;95;N;56;0;95;S
1100;S;0;590;P;396;6;88;N;52;264;0;S
1101;C;0;300;NP;380;6;85;S;21;0;0;N
1102;S;0;899;NP;580;12;71;N;55;0;60;S
1103;C;0;473;NP;591;6;99;N;62;48;0;N
1104;C;0;4000;NP;583;3;160;S;38;24;160;N
1105;S;0;360;P;435;10;66;N;46;6;0;S
1106;S;0;386;NP;425;8;76;N;69;180;0;N
1107;C;0;500;P;376;6;80;N;24;6;0;N
1108;C;0;1054;NP;705;4;142;N;59;48;142;S
1109;C;0;852;NP;1067;10;169;S;20;0;0;N
1110;S;0;600;NP;445;10;68;N;57;12;0;N
1111;C;0;397;NP;403;10;61;S;40;0;0;N
1112;C;0;900;P;625;10;95;N;34;6;0;S
1113;C;0;800;NP;495;2;175;N;35;6;175;N
1114;S;0;470;NP;659;12;90;N;23;13;0;N
1115;C;0;2500;P;302;2;163;N;36;6;0;S
1116;C;0;5610;P;600;10;75;N;31;6;0;S
1117;V;0;1359;NP;601;6;125;N;63;48;0;S
1118;S;0;1200;P;305;3;115;S;35;108;0;S
1119;C;0;1195;P;1554;12;211;N;44;6;0;N
1120;S;0;308;P;393;12;54;N;63;72;0;S
1121;C;0;980;NP;393;3;143;N;24;48;0;N
1122;D;0;385;NP;659;12;72;N;61;48;72;S
1123;C;0;560;P;376;10;55;N;29;6;0;S
1124;S;0;1400;P;514;2;173;N;40;119;173;S
1125;C;0;300;P;410;9;67;N;30;6;0;S
1126;C;0;1500;NP;475;10;72;S;49;60;0;N
1127;S;0;4842;P;567;10;78;N;45;6;0;S
1128;S;0;1118;P;397;2;217;N;42;6;0;S
1129;S;0;380;P;365;10;56;N;20;6;0;N
1130;S;0;500;NP;441;10;67;N;34;6;0;N
1131;S;0;1107;NP;689;6;98;N;41;0;150;N
1132;C;0;736;P;423;9;69;N;52;6;0;S
1133;S;0;500;NP;588;6;133;N;31;0;0;N
1134;S;0;750;P;849;10;117;N;31;6;0;S
1135;C;0;747;NP;552;4;119;N;61;48;119;S
1136;C;0;301;NP;466;12;63;N;36;96;0;N
1137;S;7;300;P;558;12;75;N;56;6;0;S
1138;C;0;1527;NP;1899;12;233;N;32;48;0;N
1139;S;0;550;NP;546;9;94;N;27;0;0;N
1140;C;0;800;NP;310;3;113;N;26;48;0;N
1141;C;0;546;NP;474;10;72;N;34;240;0;N
1142;C;0;566;NP;685;12;87;N;24;48;0;N
1143;S;0;2190;P;399;6;91;S;42;96;0;S
1144;C;0;444;P;480;10;53;N;52;6;100;S
1145;C;0;1500;P;484;3;132;S;32;12;132;S
1146;S;0;600;P;403;12;56;S;32;0;0;S
1147;S;0;400;P;559;12;76;N;27;6;0;S
1148;S;2;850;P;335;6;72;N;26;6;0;N
1149;S;0;400;P;747;10;62;N;38;6;300;N
1150;S;0;1300;NP;481;11;60;S;52;60;60;N
1151;S;0;556;NP;360;6;75;N;28;0;25;N
1152;C;0;420;P;470;12;64;N;22;6;0;N
1153;S;0;1028;NP;690;6;161;S;58;0;0;S
1154;S;0;404;NP;480;10;67;N;41;6;0;N
1155;S;0;300;P;310;6;67;N;61;6;0;S
1156;C;0;2173;NP;491;3;182;N;36;48;0;N
1157;V;0;1092;NP;480;10;74;S;61;228;0;N
1158;S;0;600;NP;643;6;108;N;30;0;0;N
1159;S;0;1600;P;429;10;60;N;30;6;0;S
1160;S;0;767;P;647;4;191;S;43;216;0;S
1161;C;0;2500;NP;384;2;205;N;32;48;0;N
1162;S;0;511;P;639;10;88;N;60;6;0;S
1163;S;0;960;P;420;6;89;N;37;6;0;S
1164;S;0;500;P;489;6;104;N;34;6;0;S
1165;S;0;400;NP;351;2;119;N;54;0;119;S
1166;C;0;1000;P;537;10;78;N;43;6;0;S
1167;S;0;330;P;348;10;51;N;39;6;0;S
1168;C;0;5000;NP;402;1;424;N;34;48;0;N
1169;D;0;346;P;580;5;68;S;52;24;300;S
1170;C;0;500;NP;308;3;112;N;35;48;0;N
1171;C;0;2000;NP;486;3;177;N;43;48;0;N
1172;C;0;2220;NP;747;10;103;N;19;6;0;N
1173;S;0;400;P;345;9;57;N;34;6;0;S
1174;C;0;3000;NP;694;12;94;S;28;24;0;N
1175;S;0;1190;NP;452;10;63;N;58;6;0;S
1176;C;0;2170;NP;659;6;113;N;59;48;113;S
1177;S;0;1100;NP;440;5;109;N;58;48;0;S
1178;C;0;500;NP;852;15;105;N;28;72;0;N
1179;S;0;1333;P;670;12;90;N;33;6;0;S
1180;S;0;2500;NP;685;6;144;N;40;48;0;N
1181;S;0;551;P;647;10;94;N;34;6;0;S
1182;C;0;380;NP;492;12;68;N;41;12;0;N
1183;S;0;1200;P;470;6;79;N;33;6;100;S
1184;S;0;3266;NP;552;4;119;N;67;48;119;S
1185;C;0;780;P;618;10;89;N;24;6;0;N
1186;S;0;1123;P;1059;10;145;N;36;6;0;S
1187;C;0;800;P;929;6;197;N;29;6;0;S
1188;C;0;532;NP;399;12;54;S;30;0;0;N
1189;C;0;500;P;480;10;67;N;30;6;0;S
1190;S;0;800;P;490;12;67;N;33;0;0;S
1191;S;0;1099;NP;552;4;119;N;65;48;119;S
1192;C;0;833;P;470;10;72;N;37;6;0;S
1193;S;0;600;NP;930;10;111;S;38;180;200;N
1194;S;0;795;NP;334;5;68;N;59;0;0;N
1195;S;0;330;P;340;6;73;N;37;6;0;N
1196;C;0;351;NP;330;10;50;N;24;24;0;N
1197;S;0;1200;NP;552;4;119;N;58;48;119;S
1198;S;0;1300;NP;524;4;93;N;59;0;159;S
1199;S;0;967;NP;756;6;126;N;54;6;0;N
1200;S;0;830;P;902;5;216;N;40;6;0;S
1201;S;0;500;P;480;10;67;N;37;6;0;S
1202;C;0;1345;P;618;10;89;N;19;6;0;N
1203;S;0;903;NP;348;2;118;N;55;0;118;S
1204;S;0;1258;NP;552;4;119;N;67;48;119;S
1205;S;0;1225;P;1095;10;143;N;31;6;0;N
1206;S;0;426;NP;858;12;72;N;30;0;0;N
1207;S;1;1000;P;505;10;70;N;47;6;0;S
1208;S;2;300;P;339;10;51;N;48;6;0;S
1209;C;0;474;NP;798;12;98;N;24;48;0;N
1210;S;0;580;P;382;10;56;N;35;6;0;N
1211;S;0;908;P;539;12;73;N;45;72;0;S
1212;C;0;1200;NP;417;6;70;N;59;48;0;S
1213;S;0;1215;P;674;9;110;N;34;6;0;N
1214;S;0;892;P;350;10;53;S;35;60;0;N
1215;C;0;500;NP;546;15;68;N;37;72;0;N
1216;S;0;300;NP;429;12;58;N;35;156;0;S
1217;C;0;606;NP;596;6;125;N;64;48;0;S
1218;S;0;600;P;499;4;146;N;31;6;0;S
1219;S;0;445;NP;443;12;61;N;26;48;0;N
1220;C;0;930;P;550;4;162;N;32;6;0;S
1221;S;0;470;NP;489;6;82;N;23;0;0;N
1222;S;0;300;P;629;12;55;S;54;60;230;S
1223;S;0;1548;P;339;6;73;N;63;6;0;S
1224;S;0;700;P;770;12;104;N;45;6;0;S
1225;S;0;1900;NP;549;4;116;N;61;48;150;S
1226;S;0;1800;NP;308;2;165;N;63;48;0;S
1227;C;0;1013;P;323;6;69;N;41;6;0;N
1228;C;0;400;NP;401;10;62;S;26;72;0;N
1229;C;0;481;NP;366;6;62;N;65;48;0;S
1230;S;0;578;P;392;10;55;N;27;6;0;S
1231;S;0;550;NP;999;12;123;N;48;48;0;N
1232;C;0;380;NP;332;6;77;N;35;156;0;N
1233;S;0;707;NP;690;10;61;N;57;0;300;S
1234;S;0;550;P;469;5;89;N;37;6;100;S
1235;D;0;662;P;522;6;87;N;66;359;0;S
1236;S;0;690;NP;559;5;137;N;58;48;0;S
1237;C;0;300;NP;439;12;60;N;26;0;0;N
1238;S;0;350;P;399;9;65;N;30;6;0;S
1239;S;0;300;NP;556;12;76;N;33;0;0;N
1240;C;0;1324;NP;349;3;130;N;62;48;0;S
1241;S;0;400;P;429;10;60;N;36;6;0;S
1242;S;0;480;P;309;6;70;N;46;156;0;S
1243;C;0;2000;P;639;10;88;N;31;6;0;S
1244;C;0;679;P;386;10;59;N;46;6;0;S
1245;C;0;650;P;480;10;67;N;38;6;0;S
1246;S;0;1071;NP;698;6;120;N;65;48;120;S
1247;S;0;500;NP;305;6;51;N;47;0;0;N
1248;C;0;613;P;557;9;91;N;25;6;0;N
1249;S;3;1500;P;450;9;74;N;26;6;0;S
1250;C;0;420;NP;590;12;80;N;27;120;0;N
1251;C;0;920;NP;306;6;68;N;22;0;0;N
1252;S;0;3000;P;429;10;60;N;36;6;0;N
1253;S;0;2091;NP;1701;4;341;N;59;48;342;S
1254;C;0;2500;NP;346;3;129;N;48;48;0;N
1255;V;0;300;NP;407;9;58;N;38;60;50;N
1256;S;2;584;P;849;10;117;N;40;6;0;S
1257;C;0;335;NP;498;12;68;N;22;26;0;N
1258;S;0;1105;P;618;10;89;N;50;6;0;S
1259;C;0;1200;NP;466;10;74;S;38;12;0;N
1260;S;0;1200;P;747;10;103;N;30;6;0;N
1261;S;1;800;P;643;6;116;N;26;6;100;S
1262;C;0;361;P;480;10;67;N;47;6;0;S
1263;C;0;750;P;567;10;78;N;37;6;0;S
1264;C;0;500;NP;689;6;145;N;60;48;0;S
1265;C;0;500;NP;399;6;89;N;46;120;0;N
1266;D;0;2690;NP;1093;12;148;N;39;6;0;N
1267;S;0;600;P;459;10;64;N;29;6;0;S
1268;S;0;518;P;480;6;102;N;38;6;0;S
1269;S;0;450;P;318;5;77;N;42;6;0;S
1270;C;0;300;NP;419;12;57;S;20;36;0;N
1271;C;0;1000;NP;489;3;182;N;50;48;0;N
1272;S;0;480;NP;558;5;113;N;37;190;0;N
1273;S;0;800;P;529;6;113;N;44;6;0;S
1274;C;0;500;NP;699;11;97;N;29;48;0;N
1275;S;0;400;NP;480;12;69;N;36;0;0;N
1276;S;0;1100;NP;694;12;94;N;37;60;0;N
1277;C;0;552;NP;700;12;96;N;33;24;0;N
1278;C;0;600;NP;454;6;77;N;28;48;0;N
1279;S;0;1500;P;495;12;67;S;31;0;0;S
1280;S;0;300;P;332;10;51;N;54;6;0;S
1281;S;0;1200;P;745;12;100;N;24;6;0;N
1282;S;0;1583;P;1007;9;163;N;54;6;0;S
1283;S;0;1356;NP;319;5;54;N;65;0;54;N
1284;C;0;396;P;420;12;57;N;24;6;0;N
1285;S;0;730;P;460;10;70;N;36;6;0;S
1286;C;0;409;NP;398;10;62;S;35;180;0;N
1287;S;0;750;NP;704;7;137;N;22;0;0;N
1288;S;0;1690;NP;1974;6;285;N;52;48;600;N
1289;S;2;350;P;483;12;65;N;36;6;0;N
1290;S;0;1500;NP;500;4;101;N;26;0;101;N
1291;S;0;400;NP;391;10;60;N;55;6;0;S
1292;S;0;1604;NP;887;4;179;N;63;48;179;S
1293;S;0;780;P;489;10;74;N;37;6;0;S
1294;C;0;600;NP;698;11;97;N;66;48;0;S
1295;D;0;429;NP;350;6;77;N;38;48;0;N
1296;S;0;1063;NP;755;5;186;N;49;240;0;N
1297;S;0;400;P;445;12;61;N;41;84;0;S
1298;S;0;3399;P;468;3;175;N;40;6;0;S
1299;S;0;500;NP;429;5;105;N;24;120;0;N
1300;S;0;635;NP;630;12;86;N;35;0;0;N
1301;S;1;474;P;355;10;54;N;53;6;0;S
1302;C;0;300;P;309;5;75;N;33;6;0;S
1303;S;0;1500;P;940;10;135;N;56;6;0;S
1304;S;0;500;NP;316;5;77;N;37;12;0;N
1305;S;0;1500;NP;400;2;141;S;30;42;141;N
1306;C;0;368;NP;330;10;51;N;41;0;0;N
1307;S;0;400;NP;478;10;74;N;45;0;0;N
1308;S;2;400;P;400;10;61;N;52;6;0;S
1309;S;0;624;NP;480;10;67;N;25;6;0;N
1310;S;0;650;NP;549;12;69;N;28;144;50;N
1311;S;0;950;NP;737;15;95;S;47;120;0;N
1312;C;0;1000;NP;471;3;176;S;45;240;0;N
1313;S;0;800;P;469;12;63;N;45;6;0;S
1314;S;0;1800;NP;1190;12;162;S;48;120;0;N
1315;S;0;519;NP;576;12;78;S;33;0;0;N
1316;C;0;600;NP;618;10;89;N;21;6;0;N
1317;S;2;1200;P;686;9;111;N;38;6;0;S
1318;C;0;778;NP;552;4;119;N;58;48;119;S
1319;S;0;481;P;547;10;68;N;58;6;100;S
1320;S;0;1428;NP;389;6;82;N;67;48;0;S
1321;C;0;436;NP;512;10;79;S;24;0;0;N
1322;V;0;602;NP;790;12;107;N;57;240;0;N
1323;C;0;390;NP;561;11;78;N;44;48;0;N
1324;S;0;350;NP;548;10;83;N;42;48;0;N
1325;S;0;319;NP;420;10;65;N;30;0;0;N
1326;C;0;1500;NP;400;3;149;N;28;48;0;N
1327;S;0;650;NP;652;12;89;N;29;120;0;N
1328;C;0;602;NP;485;3;180;N;24;48;0;N
1329;C;0;402;NP;370;12;50;S;27;18;0;N
1330;C;0;1174;NP;916;12;124;N;19;12;0;N
1331;C;0;1480;NP;679;10;103;N;23;96;0;N
1332;S;0;800;NP;466;12;59;N;35;240;30;N
1333;C;0;1200;NP;962;12;131;N;61;0;0;S
1334;S;0;500;NP;451;12;61;N;58;0;0;S
1335;S;0;315;NP;449;6;77;N;58;48;77;S
1336;S;0;350;P;452;10;66;N;42;6;0;S
1337;C;0;512;NP;552;4;119;N;60;48;119;S
1338;S;0;1479;NP;599;7;98;N;55;0;98;S
1339;S;4;350;P;573;12;77;N;45;6;0;S
1340;C;0;870;NP;355;6;79;N;27;144;0;N
1341;S;0;840;NP;954;6;215;N;41;0;0;N
1342;S;0;2500;NP;497;12;60;N;33;0;60;N
1343;S;0;1000;NP;457;10;70;S;25;12;0;N
1344;S;0;530;NP;693;10;105;N;38;0;0;N
1345;S;0;1300;P;421;10;64;N;34;6;0;S
1346;C;0;950;P;1290;18;143;N;47;6;0;S
1347;S;0;2500;NP;350;3;96;S;36;120;96;N
1348;V;0;330;P;445;10;68;S;51;0;0;S
1349;S;0;992;P;399;12;54;N;49;6;0;S
1350;S;0;2400;NP;599;7;98;N;61;0;98;S
1351;S;0;400;P;329;9;54;N;26;6;0;S
1352;C;0;700;P;403;3;150;N;30;6;0;S
1353;C;0;876;NP;1144;6;125;N;66;48;400;S
1354;C;0;568;P;849;10;117;N;22;6;0;N
1355;V;0;959;NP;660;6;145;N;62;48;0;S
1356;S;0;1600;NP;716;10;109;S;46;36;0;N
1357;C;0;469;P;404;12;56;S;38;0;0;S
1358;C;0;1312;P;906;10;137;N;57;6;0;S
1359;C;0;2628;P;1059;10;145;N;27;6;0;S
1360;S;1;1600;P;618;10;89;N;37;6;0;S
1361;S;0;530;NP;729;12;99;N;23;24;0;N
1362;S;0;700;P;430;9;70;N;30;6;0;S
1363;S;0;579;NP;378;4;109;N;34;6;0;N
1364;S;0;360;NP;460;10;70;N;29;0;0;N
1365;S;0;3596;P;1045;6;221;N;40;6;0;S
1366;S;0;1000;P;840;4;159;S;49;216;300;S
1367;S;0;492;NP;833;11;96;N;36;48;96;N
1368;C;0;819;P;1085;24;104;N;40;6;0;S
1369;S;0;600;NP;399;12;54;N;35;228;0;N
1370;S;0;800;NP;638;12;79;N;33;48;0;N
1371;V;0;1065;NP;722;12;89;N;65;48;0;S
1372;C;0;1300;NP;395;10;60;N;66;72;0;S
1373;S;2;500;P;673;10;97;N;43;6;0;S
1374;S;0;908;NP;349;5;59;N;62;0;59;S
1375;C;0;500;NP;552;4;119;N;66;48;119;S
1376;S;0;3703;NP;680;3;264;N;59;48;0;S
1377;S;0;1800;NP;901;12;122;N;35;0;0;N
1378;C;0;1000;P;411;5;101;N;42;6;0;S
1379;S;0;302;P;484;6;53;S;26;0;250;S
1380;C;0;380;P;560;10;85;N;33;6;0;S
1381;S;0;725;NP;330;5;81;N;61;48;0;S
1382;S;0;560;P;397;12;54;N;28;6;0;S
1383;S;0;489;P;495;9;60;N;28;6;60;S
1384;C;0;550;P;399;10;55;N;30;6;0;S
1385;C;0;1000;P;747;10;103;N;53;6;0;S
1386;C;0;3161;P;329;5;57;N;55;6;100;S
1387;S;0;600;P;348;10;51;N;51;6;0;S
1388;S;0;2000;NP;649;12;82;N;67;48;0;S
1389;S;0;890;NP;324;6;72;N;27;32;0;N
1390;C;1;800;P;735;6;155;N;41;6;0;S
1391;S;2;389;NP;362;10;55;N;38;36;0;N
1392;C;0;3000;NP;705;2;235;N;62;48;240;S
1393;S;0;1039;NP;441;2;240;N;57;0;0;S
1394;S;0;1300;NP;421;12;57;N;39;0;0;N
1395;S;0;484;P;618;10;89;N;36;6;0;S
1396;S;0;350;P;505;10;70;N;44;6;0;N
1397;S;0;488;P;403;9;66;N;44;6;0;S
1398;V;0;350;P;476;12;58;N;43;0;50;S
1399;S;0;993;NP;510;12;69;S;37;60;0;N
1400;C;0;352;NP;541;12;74;N;39;72;0;N
1401;C;0;610;NP;725;10;110;N;34;0;0;N
1402;S;1;350;P;480;10;67;N;33;6;0;N
1403;C;0;800;P;349;10;51;N;50;6;0;S
1404;C;0;381;NP;459;12;57;N;50;48;0;N
1405;S;0;2251;NP;1363;2;456;N;62;0;456;S
1406;S;0;800;P;322;6;71;N;37;6;0;S
1407;C;0;485;NP;441;5;92;S;21;6;70;N
1408;S;2;411;P;468;10;65;N;30;6;0;S
1409;C;0;800;P;849;12;101;N;37;6;100;N
1410;S;1;1336;P;744;10;113;N;39;6;0;N
1411;S;0;938;NP;552;4;119;N;64;48;119;S
1412;S;0;530;NP;888;9;98;N;63;0;285;S
1413;S;0;370;NP;306;6;68;N;25;16;0;N
1414;C;0;2761;P;567;10;78;N;63;6;0;S
1415;S;1;800;NP;567;10;78;N;28;6;0;N
1416;S;0;946;NP;529;6;111;N;50;48;0;N
1417;S;0;710;NP;308;2;105;N;61;0;105;S
1418;S;0;800;NP;514;6;110;N;34;6;0;N
1419;C;0;600;NP;569;12;70;N;43;48;0;N
1420;S;2;600;P;420;10;58;N;22;6;0;N
1421;C;0;500;P;480;10;57;N;43;6;70;S
1422;C;0;300;NP;398;10;61;S;21;72;0;N
1423;S;0;900;P;312;4;92;N;36;6;0;S
1424;S;0;816;NP;529;6;111;N;47;48;0;N
1425;C;0;1001;NP;699;3;193;N;62;48;193;S
1426;C;0;650;P;369;3;139;N;27;6;0;S
1427;C;1;2000;P;1059;10;145;N;41;6;0;S
1428;S;0;965;NP;499;6;102;N;64;48;0;S
1429;S;0;3155;NP;1129;3;423;N;61;48;0;N
1430;S;0;2000;P;1040;12;140;N;33;6;0;N
1431;S;0;400;P;359;10;55;N;32;6;0;S
1432;C;0;540;NP;562;15;70;N;44;240;0;N
1433;C;0;800;NP;418;9;68;S;31;60;0;N
1434;C;0;945;NP;552;4;119;N;67;48;119;S
1435;C;0;800;NP;529;6;67;N;29;48;200;N
1436;C;0;1201;NP;710;2;239;N;63;0;239;S
1437;C;0;1545;P;516;10;78;N;42;6;0;S
1438;S;0;990;NP;531;6;118;N;30;0;0;N
1439;S;0;360;P;425;12;58;N;35;120;0;S
1440;C;0;1009;P;332;4;98;N;40;6;0;S
1441;C;0;319;NP;559;6;77;N;60;48;100;S
1442;S;0;450;P;399;10;55;N;37;6;0;S
1443;S;0;2025;P;639;10;88;N;33;6;0;S
1444;C;0;1300;NP;694;12;94;N;29;8;0;N
1445;S;0;500;P;330;10;50;N;40;6;0;S
1446;S;0;700;NP;415;12;57;N;63;0;0;S
1447;C;0;540;NP;730;5;122;N;47;48;125;N
1448;C;0;1500;P;468;10;68;N;45;6;0;S
1449;C;0;420;NP;555;12;76;N;26;120;0;N
1450;C;0;350;NP;417;6;70;N;63;48;0;S
1451;S;0;1200;NP;305;6;57;N;42;0;56;N
1452;S;2;400;NP;464;8;82;N;44;9;0;N
1453;C;0;341;P;400;5;97;N;33;6;0;S
1454;C;0;840;NP;521;10;79;N;35;36;0;N
1455;S;0;4000;NP;368;3;101;N;39;48;101;N
1456;S;0;1000;P;567;10;78;N;35;6;0;S
1457;S;0;1200;P;355;10;54;N;41;6;0;N
1458;S;0;3000;P;1122;9;181;N;33;6;0;S
1459;C;0;2017;P;639;10;88;N;40;6;0;S
1460;S;1;400;P;450;10;69;N;31;6;0;N
1461;D;0;380;NP;598;12;81;S;46;240;0;N
1462;C;0;380;NP;549;12;75;S;39;0;0;N
1463;C;0;479;P;329;4;97;N;65;6;0;S
1464;S;0;404;NP;631;6;106;N;35;0;0;N
1465;C;0;345;NP;441;12;61;S;26;0;0;N
1466;S;1;550;NP;369;9;60;N;30;6;0;N
1467;S;0;1004;NP;1839;12;226;N;63;48;0;S
1468;S;0;370;P;399;12;54;N;46;6;0;S
1469;S;2;300;P;399;6;85;N;45;6;0;S
1470;C;0;700;P;441;12;60;N;37;6;0;N
1471;S;0;520;NP;473;6;80;N;54;0;0;S
1472;S;0;1000;P;463;6;99;N;33;6;0;N
1473;C;0;1200;P;480;12;65;N;26;6;0;N
1474;S;4;314;P;365;6;78;N;34;6;0;S
1475;C;0;600;NP;595;12;70;S;67;72;100;S
1476;S;0;1012;NP;432;5;72;N;56;0;72;S
1477;S;1;305;P;349;10;53;N;38;6;0;S
1478;S;0;320;NP;392;12;53;N;63;0;0;N
1479;C;0;1761;NP;449;2;243;N;23;48;0;N
1480;V;0;1048;NP;552;4;119;N;60;48;119;S
1481;S;0;900;P;375;6;80;N;36;6;0;S
1482;C;0;340;NP;340;10;52;N;22;12;0;N
1483;C;0;502;NP;1367;12;115;N;54;48;0;N
1484;S;0;3604;P;651;24;63;N;31;6;0;S
1485;C;0;400;NP;433;6;97;S;19;0;0;N
1486;S;0;1500;NP;536;6;113;N;67;48;0;S
1487;S;0;573;NP;471;6;86;N;62;0;100;S
1488;C;0;549;NP;449;6;93;N;23;48;0;N
1489;S;0;400;P;480;6;102;N;50;6;0;S
1490;C;0;650;P;860;10;130;N;29;6;0;N
1491;S;0;650;NP;537;4;160;S;27;36;0;N
1492;S;0;543;NP;502;12;68;N;33;48;0;N
1493;C;0;478;NP;404;4;121;S;47;180;0;N
1494;S;0;541;P;408;5;100;N;31;6;0;S
1495;S;0;1100;P;412;6;67;N;41;6;100;S
1496;C;0;500;NP;437;12;60;N;60;48;0;N
1497;C;0;2057;NP;301;1;318;N;35;48;0;N
1498;S;0;570;NP;511;12;71;S;28;144;0;N
1499;S;0;360;NP;384;12;52;N;33;36;0;N
1500;S;4;501;P;849;10;117;N;37;6;0;S
1501;S;2;500;P;618;10;85;N;36;6;0;S
1502;C;0;813;NP;552;4;119;N;43;48;119;N
1503;V;0;350;NP;488;12;66;N;43;0;0;N
1504;C;0;1530;NP;381;1;398;N;28;48;0;N
1505;S;0;688;P;396;10;60;N;49;72;0;N
1506;C;0;888;P;348;10;51;N;50;6;0;S
1507;C;0;360;P;456;6;100;N;27;6;0;S
1508;S;0;480;P;786;10;108;N;36;6;0;N
1509;C;0;307;P;392;10;57;N;36;6;0;S
1510;C;0;375;NP;466;12;63;S;20;60;0;N
1511;S;0;330;P;456;12;62;N;29;6;0;S
1512;S;0;1500;NP;507;8;90;N;29;0;0;N
1513;S;0;1627;P;449;12;55;N;39;0;0;S
1514;S;0;469;NP;345;6;58;N;43;0;0;N
1515;S;0;4000;P;1199;12;141;N;32;6;0;S
1516;C;0;650;P;519;12;70;N;64;6;0;S
1517;C;0;500;P;365;3;145;N;30;6;0;S
1518;S;0;3000;P;396;10;60;S;37;36;0;S
1519;S;0;600;P;439;10;67;N;57;6;0;S
