ID_CLIENTE;ESTC;NDEP;RENDA;TIPOR;VBEM;NPARC;VPARC;TEL;IDADE;RESMS;ENTRADA;ADIMPLENTE
506;C;0;317;NP;508;12;63;N;25;48;0;N
507;V;0;1021;NP;1386;4;279;N;62;48;279;S
508;C;0;500;P;300;6;64;N;39;6;0;S
509;S;0;460;NP;568;9;61;N;56;0;200;S
510;S;0;490;P;469;10;71;N;26;6;0;N
511;C;0;350;P;322;6;69;N;26;6;0;S
512;C;0;534;NP;443;12;60;S;31;36;0;N
513;C;0;300;NP;804;9;75;N;29;48;140;N
514;S;1;1650;P;628;12;71;N;40;6;100;N
515;S;0;851;P;618;10;89;N;60;6;0;S
516;S;0;1300;P;480;10;67;N;34;6;0;S
517;C;0;600;P;418;10;64;N;36;6;0;S
518;C;0;500;NP;318;3;118;N;30;48;0;N
519;S;0;308;NP;451;9;63;N;24;0;63;N
520;S;0;446;P;348;10;51;N;40;6;0;S
521;S;0;410;NP;442;6;81;N;21;0;81;N
522;C;0;313;P;442;15;57;S;24;24;0;N
523;C;0;2628;P;429;10;65;N;27;6;0;S
524;S;0;603;P;480;10;67;N;33;6;0;S
525;C;0;348;NP;1068;12;90;N;35;48;0;N
526;C;0;1432;P;618;10;89;N;37;6;0;N
527;S;0;300;P;480;10;67;N;43;6;0;S
528;S;0;1099;P;812;10;124;S;34;0;0;S
529;C;0;340;P;463;12;63;N;28;6;0;N
530;S;0;4000;NP;358;5;88;N;22;0;0;N
531;S;0;455;NP;901;15;111;S;50;36;0;N
532;C;0;320;NP;421;12;57;N;22;0;0;N
533;C;0;700;NP;439;12;60;S;27;0;0;N
534;S;2;1500;NP;980;10;95;N;28;6;350;N
535;C;0;1000;P;618;10;89;N;37;6;0;S
536;C;0;600;P;490;10;74;N;51;6;0;S
537;C;0;700;P;402;6;86;N;31;6;0;S
538;S;0;500;P;350;3;132;N;40;6;0;S
539;C;0;365;NP;338;9;55;N;20;36;0;N
540;S;0;470;NP;422;7;82;N;24;0;0;N
541;C;0;1500;NP;470;12;50;S;70;180;100;S
542;C;0;2000;P;432;9;71;N;34;6;0;S
543;S;0;672;NP;440;10;68;S;23;0;0;N
544;S;0;400;P;462;12;63;N;32;6;0;S
545;C;0;600;NP;643;12;87;N;28;6;0;N
546;C;0;620;NP;813;12;68;N;26;48;0;N
547;S;0;1364;NP;306;6;70;N;36;0;0;N
548;V;0;1500;NP;405;6;86;N;58;48;0;N
549;C;0;346;NP;399;4;88;N;26;4;100;N
550;S;4;360;NP;620;10;94;N;47;36;0;N
551;S;0;812;P;618;6;131;N;28;6;0;N
552;C;0;300;NP;442;10;67;N;54;60;0;N
553;S;0;580;NP;552;4;119;N;66;48;119;S
554;S;0;680;NP;881;12;121;N;26;0;0;N
555;C;0;480;NP;398;10;61;N;23;0;0;N
556;S;0;1540;P;571;10;86;N;42;6;0;S
557;C;0;700;P;369;6;79;N;28;6;0;S
558;C;0;3000;P;1810;9;96;N;34;6;1222;N
559;S;0;800;P;612;6;130;N;35;6;0;S
560;C;0;2485;P;1296;10;186;N;37;6;0;N
561;C;0;800;P;710;10;78;N;28;6;200;N
562;C;0;2220;P;321;6;69;N;46;6;0;S
563;C;0;320;NP;451;12;61;N;38;12;0;N
564;S;0;337;P;443;12;60;S;51;0;0;S
565;S;0;300;NP;650;12;88;N;38;36;0;N
566;S;0;2000;P;534;10;77;N;36;6;0;S
567;S;0;370;NP;558;12;76;N;39;0;0;N
568;S;0;450;P;525;9;86;N;26;6;0;S
569;C;0;2500;NP;552;4;119;N;57;48;119;N
570;C;0;1368;NP;330;6;75;N;46;0;0;N
571;S;0;448;NP;731;12;99;N;23;0;0;N
572;C;0;600;NP;479;6;108;N;21;0;0;N
573;S;0;300;P;368;6;62;N;40;6;80;S
574;S;0;6000;NP;849;2;305;N;55;0;305;S
575;S;0;644;NP;335;6;74;N;63;48;0;S
576;S;0;450;P;399;10;55;N;46;6;0;S
577;C;0;800;NP;317;3;118;N;50;48;0;N
578;C;0;1300;NP;657;3;244;N;27;48;0;N
579;S;0;360;NP;606;12;82;N;24;0;0;N
580;S;2;300;P;420;10;58;N;36;6;0;S
581;D;0;524;NP;335;6;70;N;63;48;0;S
582;S;1;800;P;435;10;66;N;31;6;0;S
583;D;0;450;NP;481;12;66;N;36;0;0;N
584;C;0;1560;NP;1601;10;243;S;34;72;0;N
585;C;0;505;P;480;10;67;N;34;6;0;N
586;S;0;600;P;341;6;73;N;30;6;0;S
587;S;0;5000;NP;1487;2;497;N;55;0;498;S
588;S;0;2500;NP;518;11;60;N;33;0;60;N
589;C;0;800;NP;370;3;137;N;24;48;0;N
590;C;2;650;P;537;6;113;N;30;6;0;S
591;S;0;332;NP;697;8;88;N;58;0;0;S
592;C;0;800;P;480;10;67;N;48;6;0;S
593;C;0;440;NP;553;6;105;N;54;120;80;N
594;S;0;2900;NP;1821;2;608;N;61;0;610;S
595;S;0;600;P;585;12;79;N;36;6;0;S
596;C;0;600;NP;359;2;122;N;61;48;122;S
597;C;0;929;NP;549;6;112;N;58;48;0;S
598;S;0;715;NP;424;12;54;N;28;48;0;N
599;S;0;500;P;399;10;55;N;33;6;0;S
600;S;0;600;P;410;10;63;N;32;6;0;S
601;S;0;600;P;600;6;85;N;28;6;205;S
602;S;0;1190;NP;449;6;77;N;63;48;77;S
603;S;0;400;P;338;6;73;N;42;6;0;S
604;C;0;2057;NP;366;2;198;N;35;48;0;N
605;S;0;800;P;480;10;67;N;54;6;0;S
606;S;0;380;P;679;15;80;N;50;6;0;S
607;C;0;300;NP;403;12;58;S;59;0;0;S
608;C;0;8000;NP;552;4;119;N;64;48;119;S
609;V;0;348;NP;559;12;76;S;55;0;0;S
610;C;0;600;P;507;6;108;N;26;6;0;S
611;S;0;800;P;399;10;55;N;43;6;0;N
612;S;1;350;P;499;12;68;N;32;6;0;S
613;S;3;600;P;446;12;60;N;45;6;0;N
614;S;0;2000;P;791;10;120;S;28;0;0;S
615;S;0;350;P;320;4;94;N;56;6;0;S
616;D;0;1200;NP;343;3;128;N;64;48;0;S
617;C;0;750;P;525;10;76;N;46;6;0;S
618;S;0;340;P;499;12;68;N;25;6;0;N
619;C;0;450;P;387;10;54;N;42;6;0;N
620;S;0;3000;P;922;12;124;N;36;6;0;N
621;S;0;1200;NP;598;5;148;S;50;0;0;N
622;C;0;2000;NP;1550;8;274;S;37;0;0;N
623;C;0;900;P;2005;5;169;N;33;6;1300;S
624;S;1;550;NP;728;12;99;N;26;48;0;N
625;S;0;410;NP;348;10;54;N;46;0;0;N
626;C;0;1200;P;539;9;88;N;34;6;0;S
627;C;0;465;NP;413;15;52;N;21;0;0;N
628;C;0;371;NP;341;6;58;N;26;48;0;N
629;C;0;430;NP;449;9;68;N;60;48;0;S
630;S;0;4000;P;991;10;129;N;40;6;0;N
631;S;0;400;P;398;10;58;N;39;6;0;S
632;C;0;800;P;683;9;111;N;29;6;0;S
633;S;0;400;P;606;10;92;N;35;6;0;S
634;C;0;555;NP;522;10;79;N;41;6;0;N
635;C;0;650;NP;1185;12;99;N;26;48;0;N
636;S;0;2500;NP;3017;10;302;N;38;0;0;N
637;S;0;426;NP;391;6;87;S;25;0;0;N
638;C;0;3000;NP;451;3;167;N;28;48;0;N
639;S;0;500;P;567;6;121;N;29;6;0;S
640;S;0;2000;P;849;10;117;N;61;6;0;S
641;S;0;1400;P;562;12;79;N;31;6;0;S
642;C;0;490;NP;529;11;60;N;67;48;100;S
643;S;0;330;NP;540;12;67;N;24;0;50;N
644;S;0;350;P;490;10;75;N;35;6;0;N
645;D;0;595;P;554;10;85;S;52;120;0;S
646;C;0;542;P;880;10;133;N;62;6;0;S
647;C;0;536;NP;430;3;160;N;50;48;0;N
648;S;0;766;P;1059;10;145;N;64;6;0;S
649;S;0;1800;P;361;6;77;N;47;6;0;S
650;S;0;715;NP;552;4;119;N;59;48;119;S
651;C;0;300;NP;401;10;61;S;62;12;0;S
652;C;0;652;NP;528;9;80;N;23;48;0;N
653;C;0;628;NP;459;12;63;S;22;12;0;N
654;S;0;1300;P;489;10;74;N;43;6;0;S
655;S;1;400;P;420;10;58;N;49;6;0;S
656;S;0;1500;NP;959;5;173;S;53;0;250;N
657;S;0;486;P;475;5;106;S;46;24;40;S
658;C;0;1000;NP;402;3;135;N;62;48;0;S
659;S;0;580;P;424;12;57;N;31;6;0;S
660;C;0;320;NP;497;12;68;N;21;0;0;N
661;S;0;800;NP;399;3;149;S;57;0;0;S
662;C;0;350;NP;311;6;69;N;25;60;0;N
663;S;0;300;P;578;10;76;N;40;6;0;S
664;C;0;360;NP;551;6;89;N;27;36;150;N
665;S;0;300;P;399;10;55;N;35;6;0;S
666;S;0;500;P;375;5;68;N;34;6;93;S
667;C;0;1028;NP;577;15;75;N;60;0;0;S
668;S;0;330;NP;470;9;77;N;20;6;0;N
669;S;0;753;P;639;10;88;N;30;6;0;S
670;C;0;2500;P;302;2;163;N;36;6;0;S
671;S;0;960;P;337;6;72;N;37;6;0;S
672;S;0;770;P;373;10;57;N;35;6;0;S
673;S;0;600;NP;827;12;112;N;21;0;0;N
674;S;0;839;NP;439;6;76;N;58;48;76;S
675;C;0;833;P;375;10;57;N;37;6;0;S
676;V;0;480;NP;502;12;68;N;41;120;0;N
677;S;0;500;P;567;10;78;N;37;6;0;S
678;V;0;1390;NP;552;4;119;N;61;48;119;S
679;C;0;330;P;449;12;62;N;34;0;0;S
680;S;0;600;P;849;10;117;N;32;6;0;S
681;S;3;610;P;597;10;82;N;27;6;0;S
682;S;0;400;P;546;6;116;N;32;6;0;N
683;S;1;1200;P;1149;10;158;N;42;6;0;S
684;S;0;500;P;621;9;84;N;40;6;0;S
685;S;0;3000;NP;756;9;123;S;58;300;0;N
686;S;0;690;NP;598;12;76;N;32;0;0;N
687;C;0;300;P;373;10;54;N;29;6;0;S
688;C;0;411;NP;514;12;70;N;30;108;0;N
689;S;0;604;NP;549;12;75;N;42;120;0;N
690;C;0;600;NP;477;12;65;N;31;0;0;N
691;S;0;800;P;560;6;119;N;45;6;0;S
692;S;0;1552;NP;694;4;158;N;56;0;158;S
693;S;0;1168;P;349;10;51;N;33;6;0;N
694;C;0;800;NP;689;4;85;N;36;48;400;N
695;C;0;1055;P;1059;10;128;N;32;6;130;S
696;S;3;587;P;559;12;76;N;58;6;0;S
697;C;0;1200;NP;416;6;89;N;32;6;0;N
698;S;0;550;NP;403;3;155;N;24;0;0;N
699;S;0;500;P;460;10;61;N;36;6;60;S
700;C;0;1200;NP;701;2;236;N;62;0;236;S
701;C;0;310;NP;612;12;63;S;20;39;150;N
702;S;0;720;NP;360;6;61;N;58;0;0;S
703;C;0;870;P;570;12;77;N;34;6;0;S
704;C;0;1893;NP;979;5;164;N;62;48;165;N
705;S;0;1500;P;410;12;55;N;27;6;0;N
706;V;0;499;NP;336;6;77;S;49;180;0;N
707;S;0;411;P;529;12;72;N;55;6;0;S
708;C;0;390;NP;525;15;58;S;39;36;60;N
709;S;0;1400;P;970;12;117;N;23;6;100;N
710;C;0;550;NP;429;10;65;N;20;72;0;N
711;C;0;600;NP;328;3;122;N;32;48;0;N
712;S;0;300;P;465;10;71;N;31;6;0;S
713;C;0;1500;NP;1617;12;135;N;50;48;0;N
714;S;0;867;P;885;10;122;N;38;6;0;S
715;S;0;900;NP;530;12;73;N;33;0;0;N
716;S;0;500;P;562;10;85;N;49;6;0;S
717;S;0;1050;NP;518;11;60;N;55;0;60;S
718;S;0;971;NP;300;6;56;S;65;120;50;S
719;S;0;800;NP;442;3;161;N;36;48;0;N
720;S;0;933;NP;596;4;137;S;62;12;137;S
721;C;0;300;NP;398;12;54;N;21;0;0;N
722;S;2;468;P;309;6;66;N;32;6;0;N
723;C;0;553;P;572;8;101;S;36;0;0;S
724;C;0;2000;P;550;9;90;N;35;6;0;S
725;S;0;500;P;643;8;115;N;62;60;0;S
726;V;0;617;NP;933;15;115;S;58;60;0;N
727;S;0;900;NP;558;10;86;S;40;72;0;N
728;S;0;1447;P;420;12;57;N;56;6;0;S
729;S;0;700;P;560;5;134;N;35;6;0;S
730;S;0;500;P;329;4;97;N;34;6;0;S
731;S;0;2581;NP;308;2;168;N;40;48;0;N
732;C;0;660;NP;503;3;187;N;29;48;0;N
733;C;0;500;NP;347;3;126;N;58;48;0;S
734;D;0;4005;NP;518;3;142;N;67;48;142;S
735;S;0;540;P;650;10;94;N;41;6;0;N
736;C;0;602;NP;595;6;138;S;32;24;0;N
737;C;0;3442;NP;552;4;119;N;64;48;119;S
738;C;0;1500;NP;578;12;79;S;29;0;0;N
739;S;0;1200;P;618;10;89;N;35;6;0;S
740;C;0;880;P;849;10;117;N;48;6;0;S
741;C;0;328;NP;350;10;54;N;23;0;0;S
742;C;0;1846;P;365;10;56;N;23;6;0;N
743;C;0;513;NP;412;6;70;N;36;48;0;N
744;S;0;592;P;322;6;73;S;48;252;0;S
745;S;0;700;NP;620;6;138;N;43;120;0;N
746;S;0;1750;NP;776;3;103;N;57;0;500;S
747;S;0;450;P;429;10;59;N;37;6;0;S
748;C;0;600;NP;1090;12;96;S;34;0;390;N
749;S;0;421;NP;416;10;63;N;39;0;0;N
750;C;0;486;NP;339;4;101;N;23;48;0;N
751;C;0;450;P;832;12;112;N;45;6;0;S
752;S;0;500;P;429;10;60;N;44;6;0;S
753;S;0;634;NP;931;12;127;N;29;0;0;N
754;V;0;800;NP;499;2;168;N;58;48;168;S
755;S;0;400;P;789;24;76;N;41;6;0;N
756;S;0;500;NP;501;4;148;S;24;8;0;N
757;S;0;600;P;1065;9;172;N;51;6;0;N
758;S;0;2592;NP;1087;2;364;N;62;0;364;S
759;S;0;404;P;474;12;64;N;39;6;0;S
760;S;0;300;P;359;9;59;N;39;6;0;S
761;S;0;1051;NP;829;12;102;N;38;48;0;N
762;S;0;400;NP;560;11;82;N;39;24;0;N
763;C;0;800;P;929;6;197;N;43;6;0;S
764;S;0;300;P;311;6;67;N;41;6;0;S
765;S;0;500;P;480;10;67;N;43;6;0;S
766;S;0;1000;P;849;10;117;N;39;6;0;S
767;C;0;700;P;480;10;67;N;54;6;0;S
768;S;0;1000;P;449;6;96;N;37;6;0;S
769;S;0;513;P;537;10;78;N;40;6;0;S
770;C;0;450;P;418;10;61;N;39;6;0;S
771;S;0;1620;NP;735;8;130;N;30;60;0;N
772;S;0;500;NP;804;12;109;N;39;36;0;N
773;S;0;4000;NP;444;4;96;N;59;48;96;S
774;S;0;800;NP;440;10;67;S;52;60;0;N
775;S;0;450;P;318;3;120;N;26;6;0;S
776;S;0;300;NP;391;10;60;N;25;0;0;S
777;S;0;934;NP;625;10;95;N;35;0;0;N
778;S;0;350;P;470;12;65;N;28;144;0;N
779;S;1;500;P;465;12;63;N;23;6;0;N
780;C;0;1500;NP;402;3;149;N;34;48;0;N
781;C;0;579;NP;459;12;57;N;61;48;0;S
782;C;0;800;P;618;10;89;N;41;6;0;S
783;C;2;700;P;439;10;67;N;48;6;0;S
784;S;0;500;P;360;10;55;N;36;6;0;N
785;C;0;500;NP;541;5;99;N;66;48;99;S
786;C;0;733;NP;980;10;149;N;25;0;0;N
787;C;0;649;P;311;2;69;S;40;0;190;S
788;C;0;800;NP;605;3;224;N;39;48;0;N
789;S;0;300;P;395;10;60;N;30;6;0;N
790;S;0;750;NP;376;10;57;N;32;108;0;N
791;V;0;1420;NP;592;2;211;S;65;48;211;S
792;S;0;300;NP;479;12;65;N;49;6;0;N
793;S;0;529;NP;435;6;90;N;63;48;0;N
794;S;0;1317;NP;951;6;212;N;62;60;0;S
795;S;0;1500;NP;571;3;214;N;24;2;0;N
796;C;0;500;NP;362;3;135;N;62;48;0;S
797;S;0;2000;NP;699;18;76;N;62;6;0;N
798;S;0;408;NP;453;10;70;S;25;120;0;N
799;C;0;3760;NP;731;2;246;N;60;48;246;S
800;C;0;1500;NP;409;6;85;N;38;48;0;N
801;S;0;1981;P;639;10;88;N;39;6;0;S
802;S;0;800;P;700;5;168;N;26;6;0;S
803;C;0;650;NP;333;6;74;N;21;0;0;N
804;C;0;819;P;558;24;54;N;40;6;0;S
805;S;0;450;P;618;10;85;N;54;6;0;S
806;S;0;800;P;747;10;103;N;45;6;0;S
807;C;0;1800;NP;563;3;209;N;28;48;0;N
808;C;0;453;P;439;10;64;N;23;6;0;N
809;C;0;896;NP;1003;6;208;N;62;48;0;S
810;S;0;500;P;590;6;126;N;37;6;0;S
811;S;0;929;NP;400;12;55;S;56;0;0;S
812;S;0;350;NP;595;12;81;N;19;0;0;N
813;S;0;420;P;554;9;90;N;39;6;0;S
814;S;0;558;P;549;6;117;N;32;6;0;S
815;S;0;597;NP;552;4;119;N;60;48;119;S
816;C;0;1850;NP;400;1;418;N;26;48;0;N
817;C;0;500;NP;552;4;119;N;61;48;119;S
818;S;0;1575;NP;529;6;111;N;58;48;0;S
819;S;0;1300;P;639;10;88;N;32;6;0;S
820;S;0;400;P;692;10;95;N;46;6;0;S
821;C;0;1166;NP;1120;4;329;N;62;48;0;S
822;S;0;1000;NP;776;12;105;S;30;12;0;N
823;C;0;513;P;480;12;66;S;44;60;0;S
824;C;0;1886;P;560;6;119;N;35;6;0;S
825;C;0;1079;NP;643;6;108;N;61;48;0;S
826;S;0;308;P;459;10;57;N;64;6;50;S
827;S;0;750;P;446;3;167;N;42;6;0;N
828;C;0;589;NP;473;6;105;S;28;72;0;N
829;C;0;558;P;480;10;67;N;38;6;0;N
830;S;0;483;NP;552;4;119;N;62;48;119;S
831;C;0;400;NP;558;12;77;N;19;24;0;N
832;C;0;550;NP;301;3;112;N;30;48;0;N
833;C;0;2000;NP;309;3;115;N;49;48;0;N
834;S;3;1000;P;849;10;117;N;37;6;0;S
835;S;0;300;P;398;10;58;N;33;6;0;S
836;S;0;500;NP;441;10;67;N;34;6;0;N
837;S;0;900;NP;845;15;105;S;23;36;0;N
838;S;0;778;NP;640;10;97;S;53;360;0;N
839;C;0;576;NP;719;15;89;N;37;24;0;N
840;S;0;2500;NP;516;5;99;N;64;48;99;S
841;C;0;2000;NP;557;3;207;N;29;48;0;N
842;S;0;500;P;480;10;67;N;28;6;0;S
843;C;0;983;NP;605;6;129;N;56;6;0;S
844;S;0;882;P;979;15;115;N;63;6;0;N
845;S;0;600;NP;617;12;85;N;33;0;0;N
846;S;0;1500;P;495;2;175;N;44;6;175;S
847;C;0;1500;NP;591;2;320;N;21;48;0;N
848;C;0;1000;NP;385;6;87;S;42;0;0;N
849;S;0;530;NP;414;3;113;N;57;0;113;S
850;C;0;1307;NP;757;3;283;S;19;0;0;N
851;C;0;2500;NP;636;2;344;N;36;48;0;N
852;C;0;314;NP;443;12;60;S;45;12;0;N
853;S;0;800;P;395;12;54;N;36;6;0;S
854;S;0;323;NP;375;10;58;N;33;0;0;N
855;S;0;1000;NP;712;4;77;N;39;96;450;N
856;S;0;1150;P;530;6;113;N;70;6;0;S
857;S;0;300;P;399;6;89;S;27;0;0;S
858;S;0;2100;NP;618;10;85;N;34;6;0;N
859;C;0;600;P;459;5;111;N;37;6;0;S
860;S;0;400;NP;470;6;89;N;34;180;70;N
861;S;0;2000;NP;368;10;58;N;57;0;0;S
862;C;0;600;P;301;6;65;N;30;6;0;S
863;D;0;721;NP;666;10;101;N;45;144;0;N
864;C;0;564;P;451;10;69;N;51;6;0;S
865;S;0;500;P;350;10;54;N;38;6;0;S
866;S;0;800;P;589;6;131;S;37;0;0;S
867;S;0;898;NP;552;4;119;N;61;48;119;S
868;C;0;1699;NP;1187;10;180;N;46;144;0;N
869;C;0;2000;NP;338;2;115;N;39;48;115;N
870;C;0;454;NP;735;15;79;N;24;24;100;N
871;S;0;800;NP;850;10;129;S;27;120;0;N
872;S;0;300;P;480;12;68;N;62;6;0;N
873;C;0;500;P;469;6;105;N;28;24;0;N
874;C;0;621;NP;499;10;76;S;64;120;0;N
875;C;0;4000;NP;446;3;166;N;49;48;0;N
876;S;5;600;P;651;10;98;N;53;6;0;S
877;S;0;1800;NP;543;6;111;N;57;0;0;S
878;V;0;335;NP;396;10;60;S;62;0;0;S
879;C;0;1000;NP;1281;10;196;N;24;7;0;N
880;C;0;712;NP;459;3;125;S;29;120;125;N
881;C;0;350;NP;595;11;83;N;21;48;0;N
882;S;0;400;NP;829;12;114;S;25;3;0;N
883;C;0;1200;NP;555;4;166;S;57;12;0;S
884;V;0;865;NP;426;12;58;S;56;0;0;S
885;C;0;500;NP;552;4;119;N;59;48;119;S
886;C;0;411;NP;305;4;92;N;37;240;0;N
887;S;0;1500;P;650;10;98;N;34;6;0;S
888;C;0;800;NP;363;10;55;S;40;36;0;N
889;S;0;1430;P;655;9;108;S;59;300;0;S
890;S;0;500;NP;363;4;107;S;64;24;0;S
891;S;0;1457;NP;529;3;145;N;63;48;145;S
892;C;0;1800;P;735;12;99;N;45;6;0;N
893;C;0;1800;NP;699;3;259;N;37;48;0;N
894;C;0;302;NP;352;10;51;N;27;48;0;N
895;S;0;303;NP;480;10;67;N;27;6;0;N
896;C;0;500;NP;399;5;97;S;21;0;0;N
897;C;0;360;NP;469;12;64;N;37;204;0;N
898;S;0;350;P;368;10;56;N;49;6;0;S
899;C;0;580;P;565;6;120;N;31;6;0;S
900;S;0;2000;P;615;6;131;N;45;6;0;S
901;S;0;350;NP;925;24;89;N;51;6;0;N
902;S;0;400;NP;333;4;98;N;54;96;0;N
903;C;0;360;P;537;10;78;N;46;6;0;S
904;S;0;1500;P;449;5;108;N;29;6;0;S
905;S;3;1500;P;360;10;55;N;62;6;0;N
906;V;0;578;NP;597;10;91;S;52;0;0;N
907;S;1;600;P;450;12;66;N;27;6;0;N
908;C;0;1000;NP;496;2;269;N;36;48;0;N
909;C;0;500;NP;552;4;119;N;61;48;119;S
910;S;0;1623;NP;792;2;266;N;63;48;266;S
911;C;0;330;NP;496;12;68;N;45;72;0;N
912;S;1;500;P;399;10;55;N;30;6;0;S
913;S;0;463;NP;436;10;67;N;41;72;0;N
914;S;0;1200;P;690;10;104;N;51;6;0;S
915;C;0;800;NP;446;5;90;N;40;48;0;N
916;S;0;600;NP;505;10;77;N;45;240;0;N
917;S;0;594;NP;677;12;92;N;22;0;0;N
918;C;0;500;NP;552;4;119;N;65;48;119;S
919;S;0;1800;P;543;4;160;S;35;120;0;S
920;S;0;836;NP;439;12;54;N;58;48;0;S
921;S;0;578;P;395;6;88;N;28;24;0;S
922;S;3;1800;P;690;12;93;N;39;6;0;S
923;S;0;2000;NP;499;2;168;N;29;48;168;N
924;S;0;900;NP;460;12;63;S;27;120;0;N
925;C;0;1615;NP;399;3;110;N;58;48;110;S
926;C;0;316;NP;485;12;67;N;54;0;0;S
927;C;0;300;NP;440;5;89;N;36;48;0;N
928;C;0;1550;NP;546;3;203;N;24;48;0;N
929;C;0;607;NP;483;12;66;N;22;6;0;N
930;C;0;750;NP;419;6;90;N;26;6;0;N
931;C;0;500;NP;341;6;58;N;62;48;0;S
932;S;0;1300;NP;915;12;125;S;32;0;0;N
933;C;0;1500;P;990;6;210;N;54;6;0;S
934;C;0;1674;P;558;10;84;N;43;6;0;N
935;S;0;320;NP;501;12;72;N;29;180;0;N
936;S;0;600;P;315;4;93;N;29;6;0;S
937;S;0;987;NP;638;3;213;N;61;0;0;S
938;S;0;1200;NP;796;6;168;N;30;0;0;N
939;C;0;1120;NP;897;12;122;N;22;20;0;N
940;S;0;451;P;489;9;80;N;33;6;0;S
941;S;0;700;P;433;4;128;N;28;12;0;S
942;C;0;300;P;399;10;55;N;60;6;0;S
943;S;0;1000;P;519;10;72;N;37;6;0;S
944;C;0;1697;NP;552;4;119;N;68;48;119;N
945;S;0;679;P;329;4;59;N;64;24;129;S
946;C;0;446;NP;465;10;71;N;34;120;0;N
947;C;0;1190;NP;420;6;99;S;47;120;0;N
948;C;0;301;P;490;12;66;N;41;6;0;N
949;C;0;1448;NP;599;6;133;S;60;120;0;N
950;C;0;2500;P;930;10;140;N;27;6;0;N
951;S;0;450;P;550;24;53;N;30;6;0;S
952;C;0;400;P;410;10;63;N;29;6;0;S
953;S;0;838;P;519;10;79;N;50;6;0;S
954;S;0;2500;P;618;10;89;N;43;6;0;S
955;S;0;972;NP;559;3;152;N;45;0;152;N
956;S;0;550;P;430;9;59;N;40;6;0;S
957;S;0;346;P;347;10;53;N;34;6;0;S
958;S;0;1323;NP;420;10;64;N;58;0;0;S
959;S;0;1600;NP;488;10;75;S;31;108;0;N
960;S;0;800;P;459;10;64;N;32;6;0;S
961;C;0;327;P;469;12;64;N;32;6;0;S
962;S;0;2119;NP;606;4;120;N;56;0;131;S
963;S;0;400;NP;440;12;60;N;60;12;0;S
964;S;0;800;NP;491;2;166;N;58;48;166;S
965;S;0;450;NP;392;12;54;N;28;0;0;N
966;S;0;705;NP;409;10;63;N;35;48;0;N
967;S;0;1000;P;348;10;51;N;36;6;0;S
968;C;0;400;NP;421;12;57;N;22;36;0;N
969;C;0;319;NP;537;6;90;N;24;48;0;N
970;C;0;1079;NP;631;6;141;S;27;0;0;N
971;C;0;600;P;429;12;58;N;43;6;0;S
972;S;0;300;NP;495;10;75;N;44;300;0;N
973;S;0;578;P;459;10;70;N;30;6;0;S
974;C;0;1600;NP;419;2;141;N;60;48;142;S
975;S;0;800;NP;345;5;84;N;30;0;0;N
976;S;0;500;P;390;10;60;N;37;6;0;S
977;C;0;850;NP;446;6;99;N;42;96;0;N
978;C;0;360;NP;492;12;67;S;66;96;0;S
979;S;0;500;NP;355;10;54;N;25;6;0;N
980;S;0;1860;P;782;10;118;N;37;6;0;S
981;C;0;466;NP;672;6;116;N;22;0;150;N
982;C;1;800;P;365;10;56;N;43;6;0;S
983;S;0;450;P;610;9;99;N;51;6;0;S
984;S;0;609;NP;830;10;126;N;30;0;0;N
985;S;0;820;NP;410;4;125;S;61;0;0;S
986;S;0;3000;NP;2129;2;711;N;55;0;712;S
987;C;0;600;NP;428;12;58;S;31;108;0;N
988;C;0;600;P;540;12;73;N;28;6;0;N
989;C;0;355;P;475;9;78;N;51;6;0;S
990;C;0;700;NP;359;10;55;N;58;6;0;S
991;C;0;1200;NP;317;3;116;N;27;48;0;N
992;S;0;800;P;465;15;55;N;29;6;0;S
993;S;0;2000;NP;580;18;62;N;62;6;0;N
994;S;0;650;P;639;10;88;N;22;6;0;N
995;S;0;349;NP;430;15;54;N;26;0;0;N
996;C;0;1500;NP;552;4;119;N;61;48;119;S
997;S;0;478;NP;580;9;95;N;24;0;0;N
998;C;0;650;P;600;6;65;N;32;6;300;S
999;S;0;1200;NP;899;12;89;N;63;48;200;S
1000;S;0;600;NP;450;10;54;S;38;60;100;N
1001;C;0;300;P;529;9;86;N;31;6;0;S
1002;S;0;455;NP;453;12;63;S;32;12;0;N
1003;C;0;1200;NP;366;6;62;N;43;48;0;N
1004;S;0;2500;P;418;4;122;N;28;6;0;S
1005;V;0;1800;NP;459;12;58;N;66;48;0;S
1006;C;0;426;NP;517;6;87;N;24;48;0;N
1007;S;0;300;NP;597;10;82;N;22;6;0;N
1008;C;0;1400;P;500;6;107;N;26;6;0;S
1009;S;0;1639;P;315;3;81;S;41;60;100;S
1010;S;0;1320;P;569;5;112;S;43;0;112;S
1011;S;0;2600;NP;4000;12;467;N;34;0;0;N
1012;S;1;600;P;480;10;67;N;46;6;0;S
1013;C;0;498;P;344;10;53;N;22;6;0;N
1014;S;3;627;P;979;9;126;N;37;6;200;S
1015;C;0;1076;NP;336;5;68;N;60;48;0;S
1016;C;0;600;P;735;10;111;N;27;6;0;S
1017;S;0;680;NP;769;12;105;N;36;216;0;N
1018;S;0;324;P;365;6;57;N;26;6;100;N
1019;S;0;873;P;385;6;82;N;46;6;0;S
1020;S;0;454;P;454;7;89;S;44;108;0;S
1021;D;0;6158;NP;552;4;119;N;64;48;119;S
